episode,avg_return,sharpe,epsilon,loss
82,3.3947384,0.33560893,0.009998671593271896,0.0007834137573178491
83,3.379056,0.33605582,0.009998671593271896,0.0007857572181223799
84,3.6895185,0.35518786,0.009998671593271896,0.0007848524671940982
85,3.7134216,0.35952973,0.009998671593271896,0.0007826752740323309
86,3.4605265,0.328644,0.009998671593271896,0.0007843077143103688
87,3.6297085,0.34288043,0.009998671593271896,0.0007852083321664278
88,3.561106,0.33770424,0.009998671593271896,0.0007858136281231726
89,3.675844,0.34872758,0.009998671593271896,0.0007875410446795191
90,3.7174356,0.35440093,0.009998671593271896,0.0007884028975448644
91,3.7328608,0.3578079,0.009998671593271896,0.0007892411429959325
92,3.9123657,0.3720365,0.009998671593271896,0.0007896287653167489
93,3.9352634,0.3761592,0.009998671593271896,0.0007909955438410035
94,3.8911977,0.37363005,0.009998671593271896,0.0007916138323708654
95,3.925094,0.37869364,0.009998671593271896,0.0007908534029693002
96,3.870182,0.37485117,0.009998671593271896,0.0007914310439686911
97,3.8092551,0.37024185,0.009998671593271896,0.0007912558781744915
98,3.897824,0.3794229,0.009998671593271896,0.0007897577679586296
99,3.8187246,0.3725233,0.009998671593271896,0.0007905439275157541
100,3.7676585,0.36893582,0.009998671593271896,0.0007903921754854932
101,3.8513966,0.3777362,0.009998671593271896,0.0007902590935464148
102,3.8009117,0.37415814,0.009998671593271896,0.0007899360137138485
103,3.7258809,0.36753458,0.009998671593271896,0.0007905756597316196
104,3.7063792,0.36731067,0.009998671593271896,0.0007894716378268751
105,3.6539555,0.36333764,0.009998671593271896,0.0007885019740188811
106,3.5485282,0.3524834,0.009998671593271896,0.0007873590738384332
107,3.650615,0.36234245,0.009998671593271896,0.0007870368874234954
108,3.6766055,0.36649173,0.009998671593271896,0.0007865549913950868
109,3.6388867,0.36412686,0.009998671593271896,0.0007861706409798834
110,3.6003525,0.36162415,0.009998671593271896,0.0007859046436107876
111,3.774031,0.3745151,0.009998671593271896,0.0007847660811163323
112,3.7505019,0.3737388,0.009998671593271896,0.0007811839618556407
113,3.6667564,0.36558545,0.009998671593271896,0.0007814676532854093
114,3.8208797,0.37758553,0.009998671593271896,0.0007793524501166095
115,3.8007267,0.37715173,0.009998671593271896,0.0007797586290376286
116,3.727743,0.37038916,0.009998671593271896,0.000779578122164838
117,3.7197123,0.37116706,0.009998671593271896,0.0007793219647475915
118,3.6691613,0.36713353,0.009998671593271896,0.0007779136908159883
119,3.6534843,0.3670569,0.009998671593271896,0.0007777871692527891
120,3.6336935,0.36651227,0.009998671593271896,0.0007774272259692278
121,3.7025406,0.3739201,0.009998671593271896,0.0007769955247048016
122,3.8048573,0.38334894,0.009998671593271896,0.0007758675774407722
123,3.7825005,0.3825358,0.009998671593271896,0.0007756371507098456
124,3.7991233,0.385708,0.009998671593271896,0.0007760546405652354
125,3.7097836,0.37622386,0.009998671593271896,0.0007749842382601413
126,3.6402926,0.36949596,0.009998671593271896,0.0007743381024959476
127,3.8534982,0.38150427,0.009998671593271896,0.0007744185800454891
128,3.8147206,0.37879202,0.009998671593271896,0.0007737695137254445
129,3.8720946,0.3851826,0.009998671593271896,0.0007729701337767447
130,3.9095557,0.39006165,0.009998671593271896,0.0007719313351024268
131,3.817261,0.38020945,0.009998671593271896,0.0007713439177123056
132,3.8575385,0.38527587,0.009998671593271896,0.0007702746142476846
133,3.8891716,0.38964525,0.009998671593271896,0.0007699954336488611
134,3.7794926,0.37703967,0.009998671593271896,0.0007696356381081
135,3.7397556,0.37406847,0.009998671593271896,0.000768366237888629
136,3.7219987,0.37358847,0.009998671593271896,0.0007680637209836966
137,3.7301207,0.37576059,0.009998671593271896,0.0007671509934096557
138,3.7861116,0.38195288,0.009998671593271896,0.0007653727629880118
139,3.7957034,0.38428038,0.009998671593271896,0.0007641650066433093
140,3.7570443,0.3813236,0.009998671593271896,0.0007631566681218103
141,3.7578342,0.3827634,0.009998671593271896,0.0007615893155036675
142,3.8886878,0.3925732,0.009998671593271896,0.0007617990959905464
143,3.8838565,0.39345697,0.009998671593271896,0.0007608625336722295
144,3.7734418,0.38019586,0.009998671593271896,0.0007606541524036088
145,3.759334,0.3800317,0.009998671593271896,0.0007597491547992661
146,3.7252092,0.37755045,0.009998671593271896,0.0007593168942451529
147,3.6789093,0.3735287,0.009998671593271896,0.0007595230056713055
148,3.6612256,0.3729065,0.009998671593271896,0.0007592328406304718
149,3.6811,0.37608048,0.009998671593271896,0.0007588988433602091
150,3.729408,0.38159588,0.009998671593271896,0.0007575974978868329
151,3.7007718,0.37967983,0.009998671593271896,0.0007557011992526526
152,3.6513221,0.37511194,0.009998671593271896,0.0007536776263176143
153,3.7896173,0.38470268,0.009998671593271896,0.0007530037885877329
154,3.7518785,0.3816832,0.009998671593271896,0.000752135715722784
155,3.7363927,0.3812666,0.009998671593271896,0.0007510380621975324
156,3.688385,0.3768752,0.009998671593271896,0.000750572418785166
157,3.6593091,0.37484112,0.009998671593271896,0.0007499907639965328
158,3.6758504,0.37764713,0.009998671593271896,0.0007488460567182209
159,3.696445,0.38082734,0.009998671593271896,0.0007476097166101262
160,3.5700417,0.3640532,0.009998671593271896,0.0007470092044388958
161,3.5726788,0.36545673,0.009998671593271896,0.0007463465390686359
162,3.5359304,0.3624046,0.009998671593271896,0.0007443729048245513
163,3.6064289,0.36920163,0.009998671593271896,0.00074357032347208
164,3.6703818,0.37558174,0.009998671593271896,0.0007420822449372153
165,3.6555443,0.37513083,0.009998671593271896,0.0007411186157734335
166,3.678856,0.3784856,0.009998671593271896,0.0007404484471362736
167,3.6432915,0.37553445,0.009998671593271896,0.0007393515055042177
168,3.631384,0.37537852,0.009998671593271896,0.0007387915493635235
169,3.6205695,0.37533322,0.009998671593271896,0.0007367825077202166
170,3.6773717,0.381226,0.009998671593271896,0.0007354346324078785
171,3.7333863,0.38705528,0.009998671593271896,0.0007345418636678869
172,3.7410867,0.3889647,0.009998671593271896,0.0007338729075046477
173,3.7012842,0.38537303,0.009998671593271896,0.0007320909242594004
174,3.725317,0.38878298,0.009998671593271896,0.0007317031189764594
175,3.7682948,0.39370427,0.009998671593271896,0.0007312287609688349
176,3.859669,0.40119654,0.009998671593271896,0.0007303260787355855
177,3.835045,0.3995363,0.009998671593271896,0.0007291203521155648
178,3.8475513,0.40190923,0.009998671593271896,0.0007282117144446194
179,3.7976298,0.3968426,0.009998671593271896,0.000727337702906192
180,3.85052,0.4023871,0.009998671593271896,0.0007261162691841133
181,3.943742,0.40976778,0.009998671593271896,0.0007258296108933803
182,4.0306997,0.41687286,0.009998671593271896,0.0007247744319494631
183,4.028818,0.41781995,0.009998671593271896,0.0007237690024956131
184,3.9838674,0.41345972,0.009998671593271896,0.0007229695730147141
185,4.1090317,0.42108503,0.009998671593271896,0.0007224950175839615
186,4.117052,0.42301908,0.009998671593271896,0.0007216580553430941
187,4.160642,0.42784387,0.009998671593271896,0.0007211138876635653
188,4.1638412,0.42931175,0.009998671593271896,0.0007210545060692396
189,4.0734777,0.417698,0.009998671593271896,0.0007219537369159795
190,4.1022725,0.42141312,0.009998671593271896,0.0007210889341332179
191,4.0798693,0.4200008,0.009998671593271896,0.0007206303416034057
192,4.0045342,0.41095713,0.009998671593271896,0.0007198359833245485
193,3.977938,0.40899557,0.009998671593271896,0.0007194850377785104
194,3.969186,0.40911943,0.009998671593271896,0.0007187943011945931
195,3.932298,0.40578896,0.009998671593271896,0.0007182327458448988
196,3.8941069,0.4022651,0.009998671593271896,0.0007176766015751072
197,3.9406168,0.40718198,0.009998671593271896,0.0007171951571826008
198,3.9184833,0.40571126,0.009998671593271896,0.000716505612664345
199,3.883929,0.40263537,0.009998671593271896,0.000715992364490027
200,3.834162,0.39741716,0.009998671593271896,0.0007146500224415272
